temperatura,vibracao,corrente,pressao
69.46276503411781,2.596624693230096,11.945221639661176,3.3869264116305065
69.3602458801463,2.4963733156461836,11.253076714929833,4.341760800448288
75.9629045473998,3.073425726141917,12.453585523509219,3.60707029108929
70.18574619262459,1.9671260999600646,11.871340553647943,3.3193336566850333
61.38843762819007,3.048886060514826,11.286415330092824,3.976819783294913
68.7343662012208,2.7328083741530427,10.444626266158757,4.465624061034375
70.9752028550848,3.1656340700344403,10.634978204573365,3.8411538673728587
68.6027328155272,2.309714245693179,11.250828273396758,3.4308492368753782
75.4249601142833,2.5268742043765746,11.271538378319658,3.8724614578021077
71.9460065753048,2.7085608700251997,11.930366546699892,4.013055534676349
66.64312990710944,1.8592977358063913,10.604210797807514,4.228168469344318
69.97571635384043,3.184495550961653,10.608041619048269,4.378355262621856
70.80439618685988,2.3646523424773003,13.351114089986716,3.999052433546877
70.72746502023398,2.335132859227426,11.392527712379692,3.7623156510473335
78.61272983004622,2.1738262183411594,11.824621544101309,4.6829319238236895
71.84841389705308,3.1268616165084318,12.113140457053023,3.744565669941988
70.74706705790831,2.3888475704229912,11.899524279428295,3.69358191903984
70.39860546035057,2.5628978245823877,10.820630878367382,4.064235773268704
69.25142293998181,2.7061197387576748,10.65022693061877,3.6711337573242373
65.22545267297409,2.875852790328245,11.869074194873873,3.3897713167755663
64.36995322112871,3.2862379273089926,12.845802872562928,3.9313305384300867
75.18797818624444,2.7875157459526125,10.032674935774006,4.4152050109263845
85.9723665874474,5.507610445907153,19.522494795873133,5.747935663174168
78.30699193424337,2.586617098847507,12.47536561069201,3.8937629466950354
85.98444583023343,5.082620025032463,19.011619953866173,5.371717332027282
69.06165146649941,2.2765292065580653,12.379639648385966,3.7402540721544475
65.58564273113691,2.4254414145776653,9.779578991064874,3.3490753088210736
69.64105722285109,2.62258219231053,11.005571478200208,3.7120041867112246
71.0863153487815,2.4882078137117105,12.545786713532355,4.383197576592008
68.8332250008269,3.087504236266178,12.480908092748896,3.9789979725845392
70.22289964915478,3.1169630694488624,12.102484642158208,4.556815500634837
77.38654798419066,2.565032669128789,13.604339108308597,3.608676820071001
71.30770949505666,2.2642041902095054,10.907878799651433,3.9632126135187815
72.98501426410888,2.2500831828997723,11.515881505415182,4.075120135217009
68.60539146236856,2.579206024400101,12.99378221453044,4.480772667815817
69.74928361090731,2.8179809152139867,13.075343401956898,4.756876704333227
68.99058599149485,2.33991990806825,13.118549944255326,3.611080702106066
71.55431441812385,2.3770940222111507,10.179239722197984,4.235230670067133
76.00303916253725,2.663043813601028,11.318619764930427,4.329641158742282
63.92252013618395,2.121950570448226,10.980304680291143,4.212357725686379
72.34742837520108,1.5941463532537523,11.737340479683832,3.7612420861072113
92.45996743418249,4.1920767645165835,19.558136550120775,6.0709899569370025
73.6714477882191,2.9984410497184055,12.18125116260205,4.010154111188909
70.99288234520134,2.7578763660939405,11.595638007309978,3.7535426167804227
63.74981657245383,2.3636356843769666,11.511113880956309,4.073197779858104
68.21798991439691,3.0887761571592383,12.356252788706083,4.447875111421353
66.54403692128074,2.7489197253637525,12.731955502509846,4.051674989332684
74.43481432233163,2.5544279860341916,11.517090160539482,4.107672368102064
71.44558242203365,2.6780670166842584,10.609778074846538,4.755374775845703
71.29231709246412,2.650072140830971,11.79471598050375,3.5799253850553323
71.29267085673912,2.6566751908053337,12.256170605694278,4.098045713749047
67.38668306970516,2.2514508925659262,14.814654444472552,4.466366608102089
71.23533205039585,2.344181088452162,11.03421736713604,4.27462709870127
73.81600705397281,2.5122757526187165,11.015006874182985,4.503047622543744
78.65301889322184,2.3351379176213394,11.961257105010457,4.0813437839995075
69.32471310723996,2.4452293076861378,13.669922781404638,5.116883547163985
67.40288981973598,2.6296788851902466,12.828058814893309,3.2823232533802256
65.9986747015777,2.2079863485918896,11.871453706748044,4.555465808040993
73.67326642400926,1.9098790889238544,12.286774112382586,3.708416299986735
76.13095565201031,2.6212884264885092,12.479827035366833,4.288978794088392
70.05875277891678,3.0421589930913653,12.698919685080789,4.241458295584295
73.74271357258985,2.584190921347041,10.605504931140738,4.362617662843985
64.24688808673054,1.7520187539009768,10.80959226432551,3.9529330791228587
69.21460060366009,3.2235030026735263,12.635967750711737,4.274970702050601
92.71516139644827,4.681095653570032,16.689550575621134,5.8239561262730595
66.53530060714199,2.553542999165617,13.568182429527326,3.6076847966345764
73.50944916230269,2.9165013334625343,11.349340172631617,3.6298430969428175
67.13271071758878,3.09746599066142,11.19490481896949,3.4836231122027104
69.89394449820313,2.2711825664301357,12.218534042410946,4.57677696078104
62.95676475207689,2.5234429188908942,13.36337651353834,4.848652522932081
80.40673245672158,2.523146948865315,10.517015568017582,4.26418398094062
67.89697991327695,2.2056503406580954,11.415092346582231,4.053583352232094
70.73872122345963,2.1774062820852285,11.571345473083467,3.3135867006757245
67.79877938461831,2.2153250437525487,13.181567716419146,3.2233728797519117
80.52952825934956,2.756357568119985,11.699534051279297,3.5982837746022986
65.97593047400119,2.3051880885035723,12.307676653401113,3.8728956423930416
67.32742365784402,2.9887499094702834,11.908924139646972,4.097982837268802
71.83672031691374,2.0393283630378685,12.918914854658329,3.4372090151584045
70.39070439419532,2.3487460506976987,12.986376505905938,4.346874965131096
66.05128189139526,2.4680988992406054,11.846094773025312,4.26801986872621
67.41952098157951,2.840131029060119,12.996118214911128,3.3506469880235024
71.88566222554562,2.272515379333723,11.058977299333622,4.444840247688536
68.40145525754158,2.80809587899592,12.599577541245356,3.627599315347023
71.46946202726471,3.1158916073504987,12.894910556026826,4.727908714925039
68.10038537350991,2.6812362668765553,13.021622984073039,4.031202967391543
66.86040674767104,1.9952023917631942,11.590198756206467,4.549844507030622
74.30402855439439,2.7799384217023206,12.11339439196669,2.8904740240264335
82.31552323382095,2.3759604516630173,11.931876574832048,4.636560147105122
72.6485226980842,2.392766373156872,11.30180032538895,4.649302676211222
73.94291998271945,2.9399622577835807,13.768169293059783,3.4849578865387754
73.654338504933,2.8266308962650015,10.367985114973582,3.9667642689027267
77.35273470718049,2.3101734910344884,11.889994501298949,3.3772195653174086
72.28356204277267,2.3367657993657422,12.022630852676869,4.202294172989119
71.22919808350643,2.5057443332247256,11.410105243537108,3.5130384826012193
69.8943769721643,2.6393109590639723,11.435803820139514,4.265014413359445
71.1484966608073,2.5435191237878145,12.29845181398144,3.8238901452596785
74.50626011819102,1.9360226844582864,11.502427501690786,3.584803458004308
80.31883735061727,2.9484814682359706,12.538434957216452,3.9961342314746613
